LearningStyle_Cluster,Performance_Cluster,Affective_Cluster,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningPerformance_Cluster,LearningStyle,Motivation,OnlineCourses,Resources,StressLevel,StudyHours
0,3,0,20,97,64,0,1,82,1,1,1,0,3,0,2,3,0,0,11
3,1,2,21,53,64,1,1,82,1,1,1,1,1,3,1,14,1,1,11
3,2,0,19,83,64,1,1,69,1,2,1,1,2,2,1,13,1,2,11
0,3,2,20,97,64,0,1,82,1,1,1,1,3,0,1,3,1,0,11
3,1,0,21,53,64,1,1,82,0,1,1,1,1,3,0,14,1,1,11
3,2,0,19,83,64,1,1,69,0,2,1,1,2,2,0,13,1,2,11
1,3,0,20,97,64,0,1,82,0,1,1,1,3,0,0,3,1,0,11
0,2,1,18,79,86,0,0,71,1,1,0,1,2,3,1,8,1,2,29
3,2,1,26,86,86,1,1,62,1,2,0,1,2,2,1,10,1,2,29
0,3,2,22,87,86,1,1,99,1,0,0,1,3,0,1,8,1,1,29
3,2,2,23,87,86,1,0,66,1,2,0,1,2,2,1,15,1,1,29
3,1,1,23,72,86,1,1,84,1,1,0,1,1,1,1,13,1,2,29
3,2,1,20,84,86,1,0,45,1,3,0,1,2,0,1,19,1,2,29
1,2,1,18,79,86,0,0,71,0,1,0,1,2,3,0,8,2,2,29
1,2,1,26,86,86,1,1,62,0,2,0,1,2,2,0,10,2,2,29
1,3,2,22,87,86,1,1,99,0,0,0,1,3,0,0,8,2,1,29
3,2,2,23,87,86,1,0,66,0,2,0,1,2,2,0,15,2,1,29
3,1,1,23,72,86,1,1,84,0,1,0,1,1,1,0,13,2,2,29
3,2,1,20,84,86,1,0,45,0,3,0,1,2,0,0,19,2,2,29
1,2,1,18,79,86,0,0,71,1,1,0,1,2,3,1,8,0,2,29
3,2,1,26,86,86,1,1,62,1,2,0,1,2,2,1,10,0,2,29
0,3,2,22,87,86,1,1,99,1,0,0,1,3,0,1,8,0,1,29
3,2,2,23,87,86,1,0,66,1,2,0,1,2,2,1,15,0,1,29
3,1,1,23,72,86,1,1,84,1,1,0,1,1,1,1,13,0,2,29
3,2,1,20,84,86,1,0,45,1,3,0,1,2,0,1,19,0,2,29
3,0,1,21,61,95,0,1,44,1,3,1,1,0,3,1,19,1,2,31
0,2,2,25,82,77,1,1,41,0,3,1,1,2,0,1,5,1,1,7
1,1,2,27,74,77,0,1,70,0,1,1,1,1,3,1,8,1,0,7
0,1,0,23,69,67,1,1,93,0,0,1,1,1,2,0,4,1,0,23
0,1,0,28,55,67,1,0,100,0,0,1,1,1,2,0,6,1,2,23
1,3,0,22,85,67,0,0,90,0,0,1,1,3,2,0,0,1,1,23
0,1,0,23,69,67,1,1,93,0,0,1,1,1,2,0,4,1,0,23
0,1,0,28,55,67,1,0,100,0,0,1,1,1,2,0,6,1,2,23
1,3,0,22,85,67,0,0,90,0,0,1,1,3,2,0,0,1,1,23
0,1,2,23,69,67,1,1,93,1,0,1,1,1,2,1,4,0,0,23
0,1,0,28,55,67,1,0,100,1,0,1,1,1,2,1,6,0,2,23
0,3,2,22,85,67,0,0,90,1,0,1,1,3,2,1,0,0,1,23
0,1,0,23,69,67,1,1,93,1,0,1,1,1,2,2,4,1,0,23
0,1,0,28,55,67,1,0,100,1,0,1,1,1,2,2,6,1,2,23
0,3,2,22,85,67,0,0,90,1,0,1,1,3,2,2,0,1,1,23
0,1,2,23,69,67,1,1,93,0,0,1,1,1,2,1,4,1,0,23
0,1,0,28,55,67,1,0,100,0,0,1,1,1,2,1,6,1,2,23
1,3,2,22,85,67,0,0,90,0,0,1,1,3,2,1,0,1,1,23
0,1,0,23,69,67,1,1,93,0,0,1,1,1,2,0,4,1,0,23
0,1,0,28,55,67,1,0,100,0,0,1,1,1,2,0,6,1,2,23
1,3,0,22,85,67,0,0,90,0,0,1,1,3,2,0,0,1,1,23
0,1,2,23,69,67,1,1,93,1,0,1,1,1,2,1,4,0,0,23
0,1,0,28,55,67,1,0,100,1,0,1,1,1,2,1,6,0,2,23
0,3,2,22,85,67,0,0,90,1,0,1,1,3,2,1,0,0,1,23
1,3,1,28,80,98,0,1,92,0,0,0,0,3,3,2,0,2,1,17
1,3,1,25,76,98,1,0,84,0,1,0,0,3,0,2,3,2,2,17
0,3,1,28,80,98,0,1,92,1,0,0,1,3,3,1,0,0,1,17
0,3,1,25,76,98,1,0,84,1,1,0,1,3,0,1,3,0,2,17
0,3,1,28,80,98,0,1,92,1,0,0,1,3,3,0,0,0,1,17
0,3,1,25,76,98,1,0,84,1,1,0,1,3,0,0,3,0,2,17
1,3,1,28,80,98,0,1,92,0,0,0,1,3,3,1,0,1,1,17
0,3,1,25,76,98,1,0,84,0,1,0,1,3,0,1,3,1,2,17
1,3,1,28,80,98,0,1,92,0,0,0,1,3,3,0,0,1,1,17
0,3,1,25,76,98,1,0,84,0,1,0,1,3,0,0,3,1,2,17
3,2,1,24,91,90,0,0,63,1,2,1,1,2,1,1,17,1,0,14
0,0,1,23,62,90,0,0,66,1,2,1,1,0,2,1,4,1,2,14
3,2,1,24,91,90,0,0,63,1,2,1,1,2,1,1,17,1,0,14
0,0,1,23,62,90,0,0,66,1,2,1,1,0,2,1,4,1,2,14
2,2,1,24,91,90,0,0,63,1,2,1,1,2,1,1,17,2,0,14
1,0,1,23,62,90,0,0,66,1,2,1,1,0,2,1,4,2,2,14
3,2,1,24,91,90,0,0,63,1,2,1,1,2,1,1,17,1,0,14
0,0,1,23,62,90,0,0,66,1,2,1,1,0,2,1,4,1,2,14
0,0,0,29,50,78,0,1,52,1,3,0,1,0,1,0,5,1,2,24
1,0,0,29,50,78,0,1,52,1,3,0,1,0,1,2,5,2,2,24
1,0,0,29,50,78,0,1,52,1,3,0,1,0,1,0,5,0,2,24
1,2,0,19,98,75,0,1,41,0,3,1,1,2,1,0,10,1,2,31
0,2,2,25,94,75,1,1,48,0,3,1,1,2,1,0,4,1,1,31
1,2,1,20,96,99,1,1,57,0,2,1,1,2,0,2,0,2,2,16
1,2,1,19,93,99,1,1,64,0,2,1,1,2,0,2,2,2,1,16
2,3,1,26,81,99,1,1,73,0,1,1,1,3,3,2,16,2,2,16
0,2,1,20,96,99,1,1,57,1,2,1,1,2,0,2,0,1,2,16
0,2,1,19,93,99,1,1,64,1,2,1,1,2,0,2,2,1,1,16
3,3,1,26,81,99,1,1,73,1,1,1,1,3,3,2,16,1,2,16
0,2,1,20,96,99,1,1,57,1,2,1,1,2,0,1,0,2,2,16
0,2,1,19,93,99,1,1,64,1,2,1,1,2,0,1,2,2,1,16
3,3,1,26,81,99,1,1,73,1,1,1,1,3,3,1,16,2,2,16
3,3,1,22,77,87,1,0,79,1,1,0,1,3,1,0,15,0,2,19
0,3,1,20,88,87,1,0,94,1,0,0,1,3,1,0,6,0,2,19
3,3,1,22,77,87,1,0,79,0,1,0,1,3,1,0,15,1,2,19
0,3,1,20,88,87,1,0,94,0,0,0,1,3,1,0,6,1,2,19
3,3,1,22,77,87,1,0,79,0,1,0,1,3,1,1,15,1,2,19
0,3,1,20,88,87,1,0,94,0,0,0,1,3,1,1,6,1,2,19
3,3,1,22,77,87,1,0,79,0,1,0,1,3,1,0,15,1,2,19
0,3,1,20,88,87,1,0,94,0,0,0,1,3,1,0,6,1,2,19
3,3,1,22,77,87,1,0,79,1,1,0,1,3,1,1,15,1,2,19
0,3,1,20,88,87,1,0,94,1,0,0,1,3,1,1,6,1,2,19
1,2,2,26,89,82,0,1,44,0,3,1,1,2,1,1,4,2,0,22
1,1,1,25,59,82,1,0,91,0,0,1,1,1,0,1,12,2,2,22
1,2,2,26,89,82,0,1,44,0,3,1,1,2,1,2,4,1,0,22
3,1,1,25,59,82,1,0,91,0,0,1,1,1,0,2,12,1,2,22
1,2,2,26,89,82,0,1,44,0,3,1,1,2,1,1,4,2,0,22
1,1,1,25,59,82,1,0,91,0,0,1,1,1,0,1,12,2,2,22
1,2,2,26,89,82,0,1,44,0,3,1,1,2,1,1,4,0,0,22
2,1,1,25,59,82,1,0,91,0,0,1,1,1,0,1,12,0,2,22
1,2,2,26,89,82,0,1,44,1,3,1,1,2,1,1,4,2,0,22
3,1,1,25,59,82,1,0,91,1,0,1,1,1,0,1,12,2,2,22
0,2,0,26,89,82,0,1,44,1,3,1,1,2,1,0,4,1,0,22
3,1,0,25,59,82,1,0,91,1,0,1,1,1,0,0,12,1,2,22
1,2,2,26,89,82,0,1,44,0,3,1,1,2,1,1,4,0,0,22
2,1,1,25,59,82,1,0,91,0,0,1,1,1,0,1,12,0,2,22
0,3,1,25,79,94,1,1,81,1,1,0,1,3,1,0,7,2,1,12
0,3,1,25,79,94,1,1,81,1,1,0,1,3,1,1,7,1,1,12
1,2,1,24,99,90,0,1,61,0,2,0,1,2,3,1,10,2,2,29
1,0,1,25,55,90,1,1,62,0,2,0,1,0,0,1,8,2,2,29
3,2,1,24,99,90,0,1,61,1,2,0,1,2,3,1,10,1,2,29
0,0,1,25,55,90,1,1,62,1,2,0,1,0,0,1,8,1,2,29
2,2,1,24,99,90,0,1,61,1,2,0,1,2,3,0,10,0,2,29
0,0,1,25,55,90,1,1,62,1,2,0,1,0,0,0,8,0,2,29
3,2,1,24,99,90,0,1,61,1,2,0,1,2,3,1,10,1,2,29
0,0,1,25,55,90,1,1,62,1,2,0,1,0,0,1,8,1,2,29
1,2,1,20,92,90,1,0,46,0,3,1,1,2,3,2,12,2,2,22
2,0,2,22,69,90,0,0,55,0,2,1,1,0,2,2,19,2,1,22
2,3,1,19,98,90,1,1,75,0,1,1,1,3,1,2,18,2,0,22
3,2,1,25,92,90,1,1,52,0,3,1,1,2,0,2,17,2,2,22
3,2,1,20,92,90,1,0,46,1,3,1,1,2,3,0,12,1,2,22
3,0,2,22,69,90,0,0,55,1,2,1,1,0,2,0,19,1,1,22
3,3,1,19,98,90,1,1,75,1,1,1,1,3,1,0,18,1,0,22
3,2,1,25,92,90,1,1,52,1,3,1,1,2,0,0,17,1,2,22
3,2,1,20,92,90,1,0,46,0,3,1,1,2,3,0,12,1,2,22
2,0,2,22,69,90,0,0,55,0,2,1,1,0,2,0,19,1,1,22
3,3,1,19,98,90,1,1,75,0,1,1,1,3,1,0,18,1,0,22
3,2,1,25,92,90,1,1,52,0,3,1,1,2,0,0,17,1,2,22
3,2,1,20,92,90,1,0,46,1,3,1,1,2,3,1,12,0,2,22
2,0,2,22,69,90,0,0,55,1,2,1,1,0,2,1,19,0,1,22
3,3,1,19,98,90,1,1,75,1,1,1,1,3,1,1,18,0,0,22
3,2,1,25,92,90,1,1,52,1,3,1,1,2,0,1,17,0,2,22
3,2,1,20,92,90,1,0,46,1,3,1,1,2,3,1,12,1,2,22
3,0,2,22,69,90,0,0,55,1,2,1,1,0,2,1,19,1,1,22
3,3,1,19,98,90,1,1,75,1,1,1,1,3,1,1,18,1,0,22
3,2,1,25,92,90,1,1,52,1,3,1,1,2,0,1,17,1,2,22
3,2,1,25,84,94,1,1,63,1,2,0,1,2,2,1,11,0,2,23
3,2,1,25,84,94,1,1,63,1,2,0,1,2,2,1,11,0,2,23
3,2,1,25,84,94,1,1,63,1,2,0,1,2,2,1,11,0,2,23
1,2,1,25,84,94,1,1,63,0,2,0,1,2,2,1,11,2,2,23
3,2,1,25,84,94,1,1,63,1,2,0,0,2,2,1,11,2,2,23
3,2,1,25,84,94,1,1,63,0,2,0,1,2,2,2,11,1,2,23
3,3,2,24,94,74,1,1,78,1,1,1,1,3,2,1,16,0,2,28
0,3,2,27,85,74,1,1,91,1,0,1,1,3,1,1,0,0,2,28
1,2,2,18,94,74,0,0,45,1,3,1,1,2,0,1,5,0,2,28
3,3,0,24,94,74,1,1,78,0,1,1,1,3,2,2,16,2,2,28
1,3,0,27,85,74,1,1,91,0,0,1,1,3,1,2,0,2,2,28
1,2,0,18,94,74,0,0,45,0,3,1,1,2,0,2,5,2,2,28
0,0,2,22,55,63,1,0,67,1,2,0,1,0,1,1,4,2,0,19
0,0,2,27,70,63,1,1,44,1,3,0,1,0,1,1,1,2,1,19
1,1,0,27,54,63,0,0,86,1,0,0,1,1,0,1,10,2,2,19
1,0,0,23,65,63,0,1,54,1,3,0,1,0,3,1,7,2,2,19
0,0,2,22,55,63,1,0,67,1,2,0,1,0,1,1,4,2,0,19
0,0,2,27,70,63,1,1,44,1,3,0,1,0,1,1,1,2,1,19
1,1,0,27,54,63,0,0,86,1,0,0,1,1,0,1,10,2,2,19
1,0,0,23,65,63,0,1,54,1,3,0,1,0,3,1,7,2,2,19
0,0,0,22,55,63,1,0,67,1,2,0,1,0,1,0,4,1,0,19
0,0,0,27,70,63,1,1,44,1,3,0,1,0,1,0,1,1,1,19
3,1,0,27,54,63,0,0,86,1,0,0,1,1,0,0,10,1,2,19
0,0,0,23,65,63,0,1,54,1,3,0,1,0,3,0,7,1,2,19
2,0,1,22,64,93,0,1,40,0,3,1,1,0,3,1,16,1,2,16
2,0,1,22,64,93,0,1,40,1,3,1,1,0,3,1,16,0,2,16
3,0,1,22,64,93,0,1,40,1,3,1,1,0,3,0,16,1,2,16
2,0,1,22,64,93,0,1,40,0,3,1,0,0,3,1,16,2,2,16
2,0,1,22,64,93,0,1,40,0,3,1,1,0,3,1,16,0,2,16
2,0,1,22,64,93,0,1,40,0,3,1,1,0,3,2,16,2,2,16
3,0,1,22,64,93,0,1,40,1,3,1,1,0,3,0,16,1,2,16
2,0,1,22,64,93,0,1,40,1,3,1,1,0,3,1,16,0,2,16
3,0,1,22,64,93,0,1,40,1,3,1,1,0,3,0,16,1,2,16
0,2,0,28,83,67,1,0,61,0,2,0,1,2,3,2,3,0,0,31
1,3,1,28,82,87,0,0,86,0,0,1,1,3,2,2,10,1,2,11
1,2,2,21,100,87,0,1,50,0,3,1,1,2,2,2,6,1,1,11
3,1,2,23,64,81,1,1,98,0,0,1,1,1,3,1,10,1,0,21
3,3,1,28,95,81,1,1,82,0,1,1,1,3,1,1,20,1,2,21
3,1,1,21,74,81,1,1,84,0,1,1,1,1,1,1,17,1,2,21
3,1,2,23,64,81,1,1,98,1,0,1,1,1,3,2,10,0,0,21
3,3,1,28,95,81,1,1,82,1,1,1,1,3,1,2,20,0,2,21
3,1,1,21,74,81,1,1,84,1,1,1,1,1,1,2,17,0,2,21
3,1,2,23,64,81,1,1,98,1,0,1,1,1,3,1,10,1,0,21
3,3,1,28,95,81,1,1,82,1,1,1,1,3,1,1,20,1,2,21
3,1,1,21,74,81,1,1,84,1,1,1,1,1,1,1,17,1,2,21
3,1,2,23,64,81,1,1,98,1,0,1,1,1,3,1,10,1,0,21
3,3,1,28,95,81,1,1,82,1,1,1,1,3,1,1,20,1,2,21
3,1,1,21,74,81,1,1,84,1,1,1,1,1,1,1,17,1,2,21
3,1,2,23,64,81,1,1,98,1,0,1,1,1,3,1,10,1,0,21
3,3,1,28,95,81,1,1,82,1,1,1,1,3,1,1,20,1,2,21
3,1,1,21,74,81,1,1,84,1,1,1,1,1,1,1,17,1,2,21
3,0,0,24,61,68,1,1,60,1,2,0,1,0,3,2,17,1,2,16
3,0,0,24,61,68,1,1,60,1,2,0,1,0,3,1,17,1,2,16
2,0,0,24,61,68,1,1,60,0,2,0,1,0,3,2,17,2,2,16
1,1,0,21,75,80,1,1,78,0,1,0,1,1,3,0,7,2,2,9
2,3,0,26,100,80,0,1,81,0,1,0,1,3,2,0,20,2,2,9
1,1,2,29,71,80,0,0,93,0,0,0,1,1,1,0,5,2,1,9
0,1,0,21,75,80,1,1,78,1,1,0,1,1,3,0,7,0,2,9
2,3,0,26,100,80,0,1,81,1,1,0,1,3,2,0,20,0,2,9
0,1,2,29,71,80,0,0,93,1,0,0,1,1,1,0,5,0,1,9
3,0,1,21,54,92,1,1,44,1,3,0,1,0,3,1,18,1,0,5
2,2,1,21,76,92,0,0,56,1,2,0,1,2,2,0,13,2,0,10
2,2,1,21,76,92,0,0,56,0,2,0,1,2,2,2,13,1,0,10
2,2,1,21,76,92,0,0,56,1,2,0,1,2,2,2,13,0,0,10
1,2,2,21,93,83,1,1,56,0,2,1,1,2,1,1,6,2,0,25
0,2,0,21,93,83,1,1,56,1,2,1,1,2,1,0,6,2,0,25
0,2,0,21,93,83,1,1,56,1,2,1,1,2,1,0,6,2,0,25
0,2,2,21,93,83,1,1,56,1,2,1,1,2,1,2,6,2,0,25
0,2,0,21,93,83,1,1,56,1,2,1,1,2,1,0,6,1,0,25
1,3,1,24,92,91,0,0,88,1,0,0,1,3,0,1,6,2,2,25
1,0,1,21,59,91,0,1,67,1,2,0,1,0,0,1,0,2,1,25
0,0,1,28,66,91,1,1,62,1,2,0,1,0,0,1,9,2,2,25
0,3,1,24,92,91,0,0,88,1,0,0,1,3,0,1,6,1,2,25
0,0,1,21,59,91,0,1,67,1,2,0,1,0,0,1,0,1,1,25
0,0,1,28,66,91,1,1,62,1,2,0,1,0,0,1,9,1,2,25
1,3,1,24,92,91,0,0,88,1,0,0,1,3,0,0,6,0,2,25
0,0,1,21,59,91,0,1,67,1,2,0,1,0,0,0,0,0,1,25
0,0,1,28,66,91,1,1,62,1,2,0,1,0,0,0,9,0,2,25
1,3,1,24,92,91,0,0,88,0,0,0,1,3,0,1,6,0,2,25
1,0,1,21,59,91,0,1,67,0,2,0,1,0,0,1,0,0,1,25
2,0,1,28,66,91,1,1,62,0,2,0,1,0,0,1,9,0,2,25
0,3,0,23,77,68,1,0,95,1,0,1,1,3,0,1,2,1,2,23
0,3,0,23,77,68,1,0,95,1,0,1,0,3,0,1,2,0,2,23
0,3,0,23,77,68,1,0,95,1,0,1,1,3,0,1,2,0,2,23
0,3,0,23,77,68,1,0,95,1,0,1,1,3,0,1,2,1,2,23
0,3,0,23,77,68,1,0,95,1,0,1,1,3,0,1,2,1,2,23
0,3,0,23,77,68,1,0,95,1,0,1,1,3,0,0,2,1,2,23
0,3,0,23,77,68,1,0,95,1,0,1,1,3,0,1,2,2,2,23
3,0,1,24,59,88,1,1,54,0,3,0,1,0,1,0,20,2,2,29
3,1,0,29,73,76,1,0,90,1,0,1,1,1,2,0,17,0,2,25
3,1,1,29,73,76,1,0,90,1,0,1,1,1,2,1,17,1,2,25
3,1,0,29,73,76,1,0,90,0,0,1,1,1,2,2,17,2,2,25
3,1,1,29,73,76,1,0,90,1,0,1,1,1,2,1,17,1,2,25
3,1,0,29,73,76,1,0,90,1,0,1,0,1,2,0,17,2,2,25
3,1,1,29,73,76,1,0,90,0,0,1,1,1,2,1,17,2,2,25
0,1,0,29,72,72,0,1,85,1,0,0,1,1,1,1,6,1,2,8
3,0,0,23,68,72,1,1,54,1,3,0,1,0,3,1,16,1,2,8
3,0,0,28,60,72,1,1,43,1,3,0,1,0,0,1,12,1,2,8
0,3,0,21,90,72,0,1,79,1,1,0,1,3,0,1,1,1,2,8
0,3,2,25,81,72,1,0,98,1,0,0,1,3,0,1,0,1,0,8
1,1,2,22,66,83,0,1,86,0,0,1,1,1,0,2,8,1,1,19
3,3,2,23,91,83,1,1,78,0,1,1,1,3,0,2,18,1,1,19
1,1,2,22,66,83,0,1,86,0,0,1,1,1,0,1,8,0,1,19
2,3,2,23,91,83,1,1,78,0,1,1,1,3,0,1,18,0,1,19
1,1,2,22,66,83,0,1,86,1,0,1,1,1,0,1,8,0,1,19
3,3,2,23,91,83,1,1,78,1,1,1,1,3,0,1,18,0,1,19
1,1,2,22,66,83,0,1,86,0,0,1,0,1,0,2,8,1,1,19
3,3,2,23,91,83,1,1,78,0,1,1,0,3,0,2,18,1,1,19
1,3,1,27,76,95,0,1,94,0,0,0,1,3,2,1,5,2,1,18
1,0,1,19,63,95,1,1,51,0,3,0,1,0,0,1,9,2,0,18
1,0,1,29,66,95,1,0,53,0,3,0,1,0,2,1,9,2,2,18
1,3,1,27,76,95,0,1,94,1,0,0,1,3,2,0,5,2,1,18
0,0,1,19,63,95,1,1,51,1,3,0,1,0,0,0,9,2,0,18
0,0,1,29,66,95,1,0,53,1,3,0,1,0,2,0,9,2,2,18
1,3,1,27,76,95,0,1,94,1,0,0,1,3,2,1,5,2,1,18
0,0,1,19,63,95,1,1,51,1,3,0,1,0,0,1,9,2,0,18
0,0,1,29,66,95,1,0,53,1,3,0,1,0,2,1,9,2,2,18
1,3,1,27,76,95,0,1,94,0,0,0,1,3,2,1,5,1,1,18
0,0,1,19,63,95,1,1,51,0,3,0,1,0,0,1,9,1,0,18
0,0,1,29,66,95,1,0,53,0,3,0,1,0,2,1,9,1,2,18
1,3,1,27,76,95,0,1,94,1,0,0,1,3,2,0,5,0,1,18
0,0,1,19,63,95,1,1,51,1,3,0,1,0,0,0,9,0,0,18
0,0,1,29,66,95,1,0,53,1,3,0,1,0,2,0,9,0,2,18
0,3,1,27,76,95,0,1,94,1,0,0,1,3,2,2,5,1,1,18
0,0,1,19,63,95,1,1,51,1,3,0,1,0,0,2,9,1,0,18
0,0,1,29,66,95,1,0,53,1,3,0,1,0,2,2,9,1,2,18
0,3,1,27,76,95,0,1,94,1,0,0,1,3,2,0,5,1,1,18
0,0,1,19,63,95,1,1,51,1,3,0,1,0,0,0,9,1,0,18
0,0,1,29,66,95,1,0,53,1,3,0,1,0,2,0,9,1,2,18
0,1,1,18,73,96,0,1,77,1,1,1,1,1,3,0,1,1,2,31
0,0,1,26,59,96,1,1,69,1,2,1,1,0,0,0,5,1,2,31
1,1,1,18,73,96,0,1,77,1,1,1,1,1,3,2,1,2,2,31
0,0,1,26,59,96,1,1,69,1,2,1,1,0,0,2,5,2,2,31
0,1,1,18,73,96,0,1,77,1,1,1,1,1,3,1,1,0,2,31
0,0,1,26,59,96,1,1,69,1,2,1,1,0,0,1,5,0,2,31
3,2,1,26,87,98,1,1,64,1,2,0,1,2,1,1,14,1,2,28
3,3,1,18,84,100,1,0,80,0,1,0,1,3,1,0,15,2,1,26
2,2,1,19,97,100,0,1,45,0,3,0,1,2,1,0,15,2,0,26
3,3,1,18,84,100,1,0,80,1,1,0,1,3,1,2,15,2,1,26
3,2,1,19,97,100,0,1,45,1,3,0,1,2,1,2,15,2,0,26
0,2,0,29,99,69,1,1,57,0,2,0,1,2,3,0,6,1,2,20
0,0,0,20,65,69,1,1,41,0,3,0,1,0,1,0,2,1,2,20
0,2,0,29,99,69,1,1,57,0,2,0,1,2,3,1,6,1,2,20
0,0,0,20,65,69,1,1,41,0,3,0,1,0,1,1,2,1,2,20
0,2,0,29,99,69,1,1,57,1,2,0,1,2,3,1,6,2,2,20
0,0,0,20,65,69,1,1,41,1,3,0,1,0,1,1,2,2,2,20
0,2,0,29,99,69,1,1,57,1,2,0,1,2,3,2,6,0,2,20
0,0,0,20,65,69,1,1,41,1,3,0,1,0,1,2,2,0,2,20
1,2,0,29,99,69,1,1,57,0,2,0,1,2,3,1,6,0,2,20
0,0,0,20,65,69,1,1,41,0,3,0,1,0,1,1,2,0,2,20
0,2,0,29,99,69,1,1,57,1,2,0,1,2,3,2,6,1,2,20
0,0,0,20,65,69,1,1,41,1,3,0,1,0,1,2,2,1,2,20
0,1,1,25,52,89,0,0,89,1,0,1,0,1,2,1,2,1,2,16
3,2,1,18,82,89,0,0,42,1,3,1,0,2,3,1,13,1,2,16
3,2,2,21,83,89,1,1,69,1,2,1,0,2,2,1,16,1,1,16
1,1,1,25,52,89,0,0,89,0,0,1,1,1,2,1,2,1,2,16
2,2,1,18,82,89,0,0,42,0,3,1,1,2,3,1,13,1,2,16
3,2,2,21,83,89,1,1,69,0,2,1,1,2,2,1,16,1,1,16
0,1,1,25,52,89,0,0,89,1,0,1,1,1,2,2,2,1,2,16
3,2,1,18,82,89,0,0,42,1,3,1,1,2,3,2,13,1,2,16
3,2,2,21,83,89,1,1,69,1,2,1,1,2,2,2,16,1,1,16
1,1,1,25,52,89,0,0,89,0,0,1,1,1,2,1,2,1,2,16
2,2,1,18,82,89,0,0,42,0,3,1,1,2,3,1,13,1,2,16
3,2,2,21,83,89,1,1,69,0,2,1,1,2,2,1,16,1,1,16
0,1,1,25,52,89,0,0,89,1,0,1,1,1,2,0,2,1,2,16
3,2,1,18,82,89,0,0,42,1,3,1,1,2,3,0,13,1,2,16
3,2,2,21,83,89,1,1,69,1,2,1,1,2,2,0,16,1,1,16
3,1,0,22,69,60,1,0,88,0,0,1,1,1,1,0,14,1,2,22
3,1,0,22,69,60,1,0,88,1,0,1,1,1,1,1,14,1,2,22
3,1,0,22,69,60,1,0,88,0,0,1,1,1,1,1,14,1,2,22
0,3,0,28,83,60,1,0,76,1,1,1,1,3,3,0,5,0,1,25
1,3,0,28,83,60,1,0,76,0,1,1,1,3,3,0,5,0,1,25
0,3,0,20,79,72,1,1,88,1,0,1,1,3,2,0,7,1,0,16
0,3,0,19,82,72,1,1,73,1,1,1,1,3,3,0,1,1,0,16
0,0,0,28,67,72,0,1,56,1,2,1,1,0,0,0,3,1,1,16
0,2,0,23,85,72,1,1,52,1,3,1,1,2,2,0,0,1,2,16
1,3,0,20,79,72,1,1,88,0,0,1,1,3,2,0,7,2,0,16
1,3,0,19,82,72,1,1,73,0,1,1,1,3,3,0,1,2,0,16
1,0,0,28,67,72,0,1,56,0,2,1,1,0,0,0,3,2,1,16
1,2,0,23,85,72,1,1,52,0,3,1,1,2,2,0,0,2,2,16
0,3,0,20,79,72,1,1,88,1,0,1,1,3,2,2,7,1,0,16
0,3,0,19,82,72,1,1,73,1,1,1,1,3,3,2,1,1,0,16
0,0,2,28,67,72,0,1,56,1,2,1,1,0,0,2,3,1,1,16
0,2,0,23,85,72,1,1,52,1,3,1,1,2,2,2,0,1,2,16
1,3,2,20,79,72,1,1,88,0,0,1,1,3,2,1,7,2,0,16
1,3,2,19,82,72,1,1,73,0,1,1,1,3,3,1,1,2,0,16
1,0,2,28,67,72,0,1,56,0,2,1,1,0,0,1,3,2,1,16
1,2,0,23,85,72,1,1,52,0,3,1,1,2,2,1,0,2,2,16
3,1,0,21,70,67,1,1,96,1,0,1,1,1,0,2,20,2,2,30
1,3,2,18,75,67,0,1,87,1,0,1,1,3,0,2,2,2,1,30
0,1,0,24,65,67,1,0,77,1,1,1,1,1,0,2,7,2,2,30
0,1,2,23,50,67,1,1,75,1,1,1,1,1,3,2,2,2,1,30
1,2,2,24,88,67,0,1,69,1,2,1,1,2,1,2,2,2,1,30
3,1,0,21,70,67,1,1,96,0,0,1,1,1,0,2,20,1,2,30
1,3,2,18,75,67,0,1,87,0,0,1,1,3,0,2,2,1,1,30
0,1,0,24,65,67,1,0,77,0,1,1,1,1,0,2,7,1,2,30
0,1,2,23,50,67,1,1,75,0,1,1,1,1,3,2,2,1,1,30
1,2,2,24,88,67,0,1,69,0,2,1,1,2,1,2,2,1,1,30
3,3,0,21,77,69,1,1,85,1,0,0,1,3,3,1,15,2,2,16
3,3,0,21,77,69,1,1,85,1,0,0,1,3,3,1,15,2,2,16
1,0,0,22,67,66,0,1,43,0,3,0,1,0,1,1,4,2,2,23
1,0,0,28,67,66,0,1,58,0,2,0,1,0,0,1,7,2,2,23
0,0,0,22,67,66,0,1,43,1,3,0,1,0,1,2,4,0,2,23
1,0,0,28,67,66,0,1,58,1,2,0,1,0,0,2,7,0,2,23
0,0,0,22,67,66,0,1,43,1,3,0,1,0,1,1,4,0,2,23
1,0,0,28,67,66,0,1,58,1,2,0,1,0,0,1,7,0,2,23
0,0,0,22,67,66,0,1,43,1,3,0,1,0,1,1,4,1,2,23
0,0,0,28,67,66,0,1,58,1,2,0,1,0,0,1,7,1,2,23
1,0,0,22,67,66,0,1,43,1,3,0,1,0,1,1,4,2,2,23
1,0,0,28,67,66,0,1,58,1,2,0,1,0,0,1,7,2,2,23
1,0,0,22,67,66,0,1,43,1,3,0,1,0,1,2,4,2,2,23
